rule_name,spec_text,cp_name_1,coverage_desc_1,cp_name_2,coverage_desc_2,cp_name_3,coverage_desc_3,cp_name_4,coverage_desc_4,cp_name_5,coverage_desc_5,cp_name_6,coverage_desc_6,cp_name_7,coverage_desc_7,cp_name_8,coverage_desc_8,cp_name_9,coverage_desc_9,cp_name_10,coverage_desc_10,cp_name_11,coverage_desc_11,cp_name_12,coverage_desc_12,cp_name_13,coverage_desc_13,cp_name_14,coverage_desc_14,cp_name_15,coverage_desc_15,cp_name_16,coverage_desc_16,cp_name_17,coverage_desc_17,cp_name_18,coverage_desc_18,cp_name_19,coverage_desc_19,cp_name_20,coverage_desc_20,cp_name_21,coverage_desc_21,cp_name_22,coverage_desc_22,cp_name_23,coverage_desc_23,coverage_status,explanation,gaps,cp_name_24,coverage_desc_24,cp_name_25,coverage_desc_25,cp_name_26,coverage_desc_26,cp_name_27,coverage_desc_27,cp_name_28,coverage_desc_28,cp_name_29,coverage_desc_29,cp_name_30,coverage_desc_30,cp_name_31,coverage_desc_31,cp_name_32,coverage_desc_32,cp_name_33,coverage_desc_33,cp_name_34,coverage_desc_34,cp_name_35,coverage_desc_35,cp_name_36,coverage_desc_36
vmul_op,"The single-width multiply instructions perform a SEW-bit*SEW-bit multiply to generate a 2*SEW-bit product, then return one half of the product in the SEW-bit-wide destination.  The mul versions write the low word of the product to the destination register, while the mulh versions write the high word of the product to the destination register.",cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vmul.vx] tests vmul_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vmul.vv] tests vmul_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vmul.vv, vmul.vx] tests vmul_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vmul.vx] tests vmul_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vmul.vv] tests vmul_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs1_edges, cp_vs1_edges, cp_vs2_edges, cr_vs2_rs1_edges, cr_vs2_vs1_edges) collectively exercise vmul_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vmulh_op,"The single-width multiply instructions perform a SEW-bit*SEW-bit multiply to generate a 2*SEW-bit product, then return one half of the product in the SEW-bit-wide destination.  The mul versions write the low word of the product to the destination register, while the mulh versions write the high word of the product to the destination register.",cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vmulh.vx] tests vmulh_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vmulh.vv] tests vmulh_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vmulh.vv, vmulh.vx] tests vmulh_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vmulh.vx] tests vmulh_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vmulh.vv] tests vmulh_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs1_edges, cp_vs1_edges, cp_vs2_edges, cr_vs2_rs1_edges, cr_vs2_vs1_edges) collectively exercise vmulh_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vmulhu_op,"The single-width multiply instructions perform a SEW-bit*SEW-bit multiply to generate a 2*SEW-bit product, then return one half of the product in the SEW-bit-wide destination.  The mul versions write the low word of the product to the destination register, while the mulh versions write the high word of the product to the destination register.",cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vmulhu.vx] tests vmulhu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vmulhu.vv] tests vmulhu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vmulhu.vv, vmulhu.vx] tests vmulhu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vmulhu.vx] tests vmulhu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vmulhu.vv] tests vmulhu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs1_edges, cp_vs1_edges, cp_vs2_edges, cr_vs2_rs1_edges, cr_vs2_vs1_edges) collectively exercise vmulhu_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vmulhsu_op,"The single-width multiply instructions perform a SEW-bit*SEW-bit multiply to generate a 2*SEW-bit product, then return one half of the product in the SEW-bit-wide destination.  The mul versions write the low word of the product to the destination register, while the mulh versions write the high word of the product to the destination register.",cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vmulhsu.vx] tests vmulhsu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vmulhsu.vv] tests vmulhsu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vmulhsu.vv, vmulhsu.vx] tests vmulhsu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vmulhsu.vx] tests vmulhsu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vmulhsu.vv] tests vmulhsu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs1_edges, cp_vs1_edges, cp_vs2_edges, cr_vs2_rs1_edges, cr_vs2_vs1_edges) collectively exercise vmulhsu_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vdivu_op,"The divide and remainder instructions are equivalent to the RISC-V standard scalar integer multiply/divides, with the same results for extreme inputs.",cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vdivu.vx] tests vdivu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vdivu.vv] tests vdivu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vdivu.vv, vdivu.vx] tests vdivu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vdivu.vx] tests vdivu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vdivu.vv] tests vdivu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs1_edges, cp_vs1_edges, cp_vs2_edges, cr_vs2_rs1_edges, cr_vs2_vs1_edges) collectively exercise vdivu_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vdiv_op,"The divide and remainder instructions are equivalent to the RISC-V standard scalar integer multiply/divides, with the same results for extreme inputs.",cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vdiv.vx] tests vdiv_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vdiv.vv] tests vdiv_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vdiv.vv, vdiv.vx] tests vdiv_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vdiv.vx] tests vdiv_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vdiv.vv] tests vdiv_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs1_edges, cp_vs1_edges, cp_vs2_edges, cr_vs2_rs1_edges, cr_vs2_vs1_edges) collectively exercise vdiv_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vremu_op,"The divide and remainder instructions are equivalent to the RISC-V standard scalar integer multiply/divides, with the same results for extreme inputs.",cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vremu.vx] tests vremu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vremu.vv] tests vremu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vremu.vv, vremu.vx] tests vremu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vremu.vx] tests vremu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vremu.vv] tests vremu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs1_edges, cp_vs1_edges, cp_vs2_edges, cr_vs2_rs1_edges, cr_vs2_vs1_edges) collectively exercise vremu_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vrem_op,"The divide and remainder instructions are equivalent to the RISC-V standard scalar integer multiply/divides, with the same results for extreme inputs.",cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vrem.vx] tests vrem_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vrem.vv] tests vrem_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vrem.vv, vrem.vx] tests vrem_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vrem.vx] tests vrem_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vrem.vv] tests vrem_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs1_edges, cp_vs1_edges, cp_vs2_edges, cr_vs2_rs1_edges, cr_vs2_vs1_edges) collectively exercise vrem_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vwmul_op,The widening integer multiply instructions return the full 2*SEW-bit product from an SEW-bit*SEW-bit multiply.,cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vwmul.vx] tests vwmul_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vwmul.vv] tests vwmul_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vwmul.vv, vwmul.vx] tests vwmul_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vwmul.vx] tests vwmul_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vwmul.vv] tests vwmul_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs1_edges, cp_vs1_edges, cp_vs2_edges, cr_vs2_rs1_edges, cr_vs2_vs1_edges) collectively exercise vwmul_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vwmulu_op,The widening integer multiply instructions return the full 2*SEW-bit product from an SEW-bit*SEW-bit multiply.,cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vwmulu.vx] tests vwmulu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vwmulu.vv] tests vwmulu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vwmulu.vv, vwmulu.vx] tests vwmulu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vwmulu.vx] tests vwmulu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vwmulu.vv] tests vwmulu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs1_edges, cp_vs1_edges, cp_vs2_edges, cr_vs2_rs1_edges, cr_vs2_vs1_edges) collectively exercise vwmulu_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vwmulsu_op,The widening integer multiply instructions return the full 2*SEW-bit product from an SEW-bit*SEW-bit multiply.,cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vwmulsu.vx] tests vwmulsu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vwmulsu.vv] tests vwmulsu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vwmulsu.vv, vwmulsu.vx] tests vwmulsu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vwmulsu.vx] tests vwmulsu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vwmulsu.vv] tests vwmulsu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs1_edges, cp_vs1_edges, cp_vs2_edges, cr_vs2_rs1_edges, cr_vs2_vs1_edges) collectively exercise vwmulsu_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vmacc_op,"The integer multiply-add instructions are destructive and are provided in two forms, one that overwrites the addend or minuend (vmacc, vnmsac) and one that overwrites the first multiplicand (vmadd, vnmsub). ||| The low half of the product is added or subtracted from the third operand.",cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vmacc.vx] tests vmacc_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vmacc.vv] tests vmacc_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vmacc.vv, vmacc.vx] tests vmacc_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vmacc.vx] tests vmacc_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vmacc.vv] tests vmacc_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs1_edges, cp_vs1_edges, cp_vs2_edges, cr_vs2_rs1_edges, cr_vs2_vs1_edges) collectively exercise vmacc_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vnmsac_op,"The integer multiply-add instructions are destructive and are provided in two forms, one that overwrites the addend or minuend (vmacc, vnmsac) and one that overwrites the first multiplicand (vmadd, vnmsub). ||| The low half of the product is added or subtracted from the third operand.",cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vnmsac.vx] tests vnmsac_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vnmsac.vv] tests vnmsac_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vnmsac.vv, vnmsac.vx] tests vnmsac_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vnmsac.vx] tests vnmsac_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vnmsac.vv] tests vnmsac_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs1_edges, cp_vs1_edges, cp_vs2_edges, cr_vs2_rs1_edges, cr_vs2_vs1_edges) collectively exercise vnmsac_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vmadd_op,"The integer multiply-add instructions are destructive and are provided in two forms, one that overwrites the addend or minuend (vmacc, vnmsac) and one that overwrites the first multiplicand (vmadd, vnmsub). ||| The low half of the product is added or subtracted from the third operand.",cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vmadd.vx] tests vmadd_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vmadd.vv] tests vmadd_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vmadd.vv, vmadd.vx] tests vmadd_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vmadd.vx] tests vmadd_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vmadd.vv] tests vmadd_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs1_edges, cp_vs1_edges, cp_vs2_edges, cr_vs2_rs1_edges, cr_vs2_vs1_edges) collectively exercise vmadd_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vnmsub_op,"The integer multiply-add instructions are destructive and are provided in two forms, one that overwrites the addend or minuend (vmacc, vnmsac) and one that overwrites the first multiplicand (vmadd, vnmsub). ||| The low half of the product is added or subtracted from the third operand.",cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vnmsub.vx] tests vnmsub_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vnmsub.vv] tests vnmsub_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vnmsub.vv, vnmsub.vx] tests vnmsub_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vnmsub.vx] tests vnmsub_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vnmsub.vv] tests vnmsub_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs1_edges, cp_vs1_edges, cp_vs2_edges, cr_vs2_rs1_edges, cr_vs2_vs1_edges) collectively exercise vnmsub_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vwmaccu_op,The widening integer multiply-add instructions add the full 2*SEW-bit product from a SEW-bit*SEW-bit multiply to a 2*SEW-bit value and produce a 2*SEW-bit result.,cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vwmaccu.vx] tests vwmaccu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vwmaccu.vv] tests vwmaccu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vwmaccu.vv, vwmaccu.vx] tests vwmaccu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vwmaccu.vx] tests vwmaccu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vwmaccu.vv] tests vwmaccu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs1_edges, cp_vs1_edges, cp_vs2_edges, cr_vs2_rs1_edges, cr_vs2_vs1_edges) collectively exercise vwmaccu_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vwmacc_op,The widening integer multiply-add instructions add the full 2*SEW-bit product from a SEW-bit*SEW-bit multiply to a 2*SEW-bit value and produce a 2*SEW-bit result.,cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vwmacc.vx] tests vwmacc_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vwmacc.vv] tests vwmacc_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vwmacc.vv, vwmacc.vx] tests vwmacc_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vwmacc.vx] tests vwmacc_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vwmacc.vv] tests vwmacc_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs1_edges, cp_vs1_edges, cp_vs2_edges, cr_vs2_rs1_edges, cr_vs2_vs1_edges) collectively exercise vwmacc_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vwmaccsu_op,The widening integer multiply-add instructions add the full 2*SEW-bit product from a SEW-bit*SEW-bit multiply to a 2*SEW-bit value and produce a 2*SEW-bit result.,cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vwmaccsu.vx] tests vwmaccsu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs1_edges,Edge coverpoint cp_vs1_edges on [vwmaccsu.vv] tests vwmaccsu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vwmaccsu.vv, vwmaccsu.vx] tests vwmaccsu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vwmaccsu.vx] tests vwmaccsu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vwmaccsu.vv] tests vwmaccsu_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs1_edges, cp_vs1_edges, cp_vs2_edges, cr_vs2_rs1_edges, cr_vs2_vs1_edges) collectively exercise vwmaccsu_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
